trading_date,sector,article_count,covered_tickers,coverage_share,has_news,breadth,rolling_21d_article_count,rolling_21d_covered_tickers,rolling_21d_breadth
2020-02-19,Materials,8,3,0.6,True,0.533333333333,263,5,0.742435463962
2020-02-19,RealEstate,11,5,1,True,0.896296296296,151,5,0.810702222222
2020-02-19,Tech,28,5,1,True,0.843010752688,555,5,0.708144146215
2020-02-19,Utilities,13,3,0.6,True,0.274796747967,343,5,0.782474809617
2020-02-20,Comm,15,3,0.6,True,0.505617977528,339,5,0.894918817895
2020-02-20,Consumer,18,5,1,True,0.704347826087,678,5,0.65147035898
2020-02-20,Energy,8,3,0.6,True,0.533333333333,339,5,0.83436308854
2020-02-20,Financials,43,4,0.8,True,0.2807896735,216,5,0.9607907743
2020-02-20,Healthcare,11,3,0.6,True,0.537777777778,450,5,0.714411712824
2020-02-20,Industrials,10,4,0.8,True,0.47619047619,286,5,0.887832410724
2020-02-20,Materials,18,3,0.6,True,0.410126582278,270,5,0.760404714718
2020-02-20,RealEstate,13,4,0.8,True,0.662745098039,157,5,0.823967909076
2020-02-20,Tech,30,5,1,True,0.6,541,5,0.727347506803
2020-02-20,Utilities,27,5,1,True,0.659728506787,355,5,0.794634130963
2020-02-21,Comm,7,3,0.6,True,0.576470588235,342,5,0.893878486817
2020-02-21,Consumer,22,4,0.8,True,0.681690140845,668,5,0.662338394858
2020-02-21,Energy,15,5,1,True,0.918367346939,343,5,0.83810507569
2020-02-21,Financials,19,5,1,True,0.67476635514,231,5,0.952279825109
2020-02-21,Healthcare,14,4,0.8,True,0.478048780488,451,5,0.694402813103
2020-02-21,Industrials,7,5,1,True,0.890909090909,281,5,0.898151623727
2020-02-21,Materials,9,3,0.6,True,0.39512195122,275,5,0.766249556715
2020-02-21,RealEstate,5,4,0.8,True,0.714285714286,155,5,0.808242220353
2020-02-21,Tech,16,5,1,True,0.64,543,5,0.739349791246
2020-02-21,Utilities,10,2,0.4,True,0.4,347,5,0.795540286082
2020-02-24,Comm,10,3,0.6,True,0.434782608696,330,5,0.888471893612
2020-02-24,Consumer,28,5,1,True,0.632258064516,674,5,0.661226747402
2020-02-24,Energy,24,5,1,True,0.78904109589,350,5,0.838983631258
2020-02-24,Financials,15,4,0.8,True,0.714285714286,232,5,0.937210517151
